game,critic_score,user_score
Sacred 2: Fallen Angel,7,
World Soccer Winning Eleven 7 International (JP version),,
ESPN NBA Basketball,9.2,
The Sims 3: Pets,7.5,6.1
Saints Row: Gat out of Hell,,
Time Crisis: Razing Storm,5.8,
Over the Hedge,6.5,
Mat Hoffman's Pro BMX,7.8,
Popeye,,
Tatsunoko vs. Capcom: Ultimate All-Stars,8.3,
Dragon Ball: Fusions,6.3,8
The Hobbit,7.5,
Manhunt 2,5.8,
War of the Monsters,8.9,
Dragon Ball: Xenoverse 2,,
NBA Street Vol. 2,8.8,
The Incredible Hulk: Ultimate Destruction,8.4,
LEGO The Incredibles,6.5,4.6
Dragon Age: Inquisition,,
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",,
Rune Factory: A Fantasy Harvest Moon,8.1,
Time Crisis II,8.7,
Clock Tower,6.1,
Disney Infinity 3.0,,
NCAA March Madness 06,8.7,
Jampack Volume 11,,
G-Force,7,
Legacy of Kain: Defiance,8,
SpongeBob SquarePants: Game Boy Advance Video Volume 2,,
Hello Kitty: Big City Dreams,,
007 Racing,6.1,
NCAA March Madness 2005,8.6,
Unit 13,7.5,7.1
Conflict: Vietnam,6.7,
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,,
Phoenix Wright: Ace Attorney - Justice for All,7.6,
MLB SlugFest 20-04,8,
Gex 3: Deep Cover Gecko,8.1,
Blitz: The League,7.9,
NASCAR 09,5,
Jampack Vol. 2,,
Inazuma Eleven,6.8,
Virtual Soccer,,
Romance of the Three Kingdoms IV: Wall of Fire,,
Michael Jackson: The Experience,6,
Excite Truck,7,
Winning Post,,
Peter Jackson's King Kong: The Official Game of the Movie,,
Burnout Revenge,8.9,
Medal of Honor: European Assault,8.1,
Ty the Tasmanian Tiger 2: Bush Rescue,7.3,
The Lord of the Rings: The Fellowship of the Ring,6.7,
NBA 06,,
Magician's Quest: Mysterious Times,7.5,
Spider-Man,,
How to Train Your Dragon,6.5,
Jewel Master Egypt,,
Tom Clancy's Ghost Recon Advanced Warfighter 2,6.5,
Harry Potter and the Half-Blood Prince,4.3,
Sonic & Sega All-Stars Racing Transformed,6.9,
X-Men Legends,8.6,
Front Mission 2,,
FIFA Soccer 12,,
WWE SmackDown vs. Raw 2010,7.9,
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,,
Terminator Salvation,5,
F1 2018,8.4,7.8
Are You Smarter than a 5th Grader?,,
Oni,7.3,
Madden NFL 07,8,
The Lord of the Rings: The Two Towers,8,
Juiced,6.5,
The Warriors,8.7,
F1 2009,7.4,
Star Fox Command,7.2,
J-League Soccer: Prime Goal 2,,
NASCAR 2000,6.5,
Wayne Gretzky's 3D Hockey,8.1,
Pachi-Slot Aruze Oukoku 4,,
Return to Castle Wolfenstein: Operation Resurrection,7.6,
Mario Tennis: Power Tour,,
Seaman,8.1,
The Grinch,5,
Stuntman: Ignition,7.1,
Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team,,
Tales of Destiny,,
Sesame Street: Once Upon A Monster,8,
Silent Hill: Origins,7.8,
Mystery Dungeon: Shiren the Wanderer,7.1,
GT Pro Series,3.7,
Tales of Symphonia: Dawn of the New World,6.8,8.3
Tiger Woods PGA Tour 11,8.1,
F.E.A.R. 2: Project Origin,7.9,
Disney Epic Mickey 2: The Power of Two,6,
Skylanders: Trap Team,,
The Golden Compass,3.5,
Dragon Ball FighterZ,8.6,7.9
Final Fantasy Chronicles,9.2,
Out There Somewhere,,
Cars 2,7.5,
Syphon Filter 3,7.5,
NHL 17,7.8,5.6
Metal Gear Solid 2: Substance,8.5,
Alan Wake's American Nightmare,7.5,6.6
Fight Night Round 3,7.2,
Frozen: Olaf's Quest,,
NBA Live 08,,
We Cheer,,
FIFA 15,,
We Love Katamari,8.2,
Naruto Shippuden: Ultimate Ninja Storm 3,8.6,
NCAA Football 2003,8.9,
SingStar Dance,5.5,
NBA Live 09,6.5,
Madden NFL 13,8.3,
Ready 2 Rumble Boxing: Round 2,6.5,
Mega Man 6,,
The 3rd Birthday,7,
Guinness World Records: The Videogame,7,
Alien: Isolation,7.8,7.9
Mission: Impossible,6.5,
Rival Schools: United By Fate,,
Swing Away Golf,7.3,
J-League Pro Soccer Club o Tsukurou! 3,,
Tomb Raider: Legend,8,
Freedom Fighters,8.4,
Rune Factory 2: A Fantasy Harvest Moon,7.9,
Gun,8,
That's So Raven 2: Supernatural Style,,
Classic Word Games,,
The Sims 2: Open for Business,7.8,
Way of the Samurai 3,6.5,
Spectrobes: Beyond the Portals,7.3,
The Punisher,,
Front Mission 3,8.8,
Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,,
SimAnimals,7.3,
SSX On Tour,8.8,
Tony Hawk's Pro Skater 3,9.6,
Go Diego Go! Safari Rescue,,
Harry Potter and the Prisoner of Azkaban,7,
Omega Boost,6.3,
Metal Gear Solid HD Collection,9.1,
NFL 2K3,9.1,
One Piece: Pirate Warriors 3,7.4,7.4
Kung Fu Panda,7.5,
The Magical Quest starring Mickey Mouse (weekly jp sales),,
NBA Live 2002,,
Jampack Winter 2002,,
Way of the Samurai,7.8,
Lair,5.5,
Dishonored,9.2,8.4
Murdered: Soul Suspect,5.9,7.3
Fishing Derby,,
Pac-Man Fever,4.5,
DC Universe Online,6.5,
Hitman 2,8.2,8.6
International Track & Field,,
100 All-Time Favorites,,
HSX HyperSonic.Xtreme,,
Halo Wars 2,7.9,6
Alice in Wonderland,6.3,
Madden NFL 2004,9.2,
Jikkyou Powerful Pro Yakyuu 10,,
Summoner,8.3,
SoulCalibur: Broken Destiny,8,
Naruto Shippuden: Clash of Ninja Revolution III,,
Shovel Knight,8.5,8
Virtual Pool,7,
Jam With the Band,,
NBA Live 07,7,
IL-2 Sturmovik: Birds of Prey,,
Major League Baseball 2K10,7.4,
Ratatouille,5.2,
Pro Evolution Soccer 2010,8.1,
Iron Man,6.2,
"SpongeBob SquarePants: Lights, Camera, Pants!",,
International Superstar Soccer 2000 (All region sales),,
Rugrats: Scavenger Hunt,3.7,
Wrecking Crew,,
Yakuza,7.5,
Monsters vs. Aliens,3,
Bleach: Soul Resurreccion,6.7,
NBA Live 2004,8.7,
Lego Batman 3: Beyond Gotham,,
Prince of Persia Trilogy,8.3,
Dai-4-Ji Super Robot Taisen S,,
Disney's Kim Possible: Revenge of Monkey Fist,5,
Mario & Luigi Superstar Saga + Bowser's Minions,,
Dynasty Warriors,6.6,
Tiger Woods PGA Tour 13,6.5,
Final Fantasy II Anniversary Edition,6.5,
DiRT Rally,8.5,7.9
Dragon Ball: Raging Blast,5.8,
My Word Coach,6.8,
NHL 07,7.2,
Yokai Watch Busters 2: Hihou Densetsu Banbarayaa - Magnum / Sword,,
Theatrhythm: Final Fantasy,7.8,
Petz: Hamsterz Life 2,,
World Championship Poker,,
The BIGS,,
Cars Toon: Mater's Tall Tales,,
Final Fantasy,,
Dragon Ball Z: Supersonic Warriors,7.1,
NHL 16,8,6
Test Drive Unlimited,7.7,
NBA Ballers,,
Silent Hill 4: The Room,8,
River Raid II,,
Capcom Classics Collection,,
NBA 2K11,,
Fire Emblem Warriors,7.3,9.6
Monopoly Party,4.5,
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,,
NHL FaceOff 98,,
The Saboteur,7.2,
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,,
Dragon Age: Origins,9.1,
Homefront: The Revolution,4.8,4
Bully: Scholarship Edition,8.4,
FIFA 14,,
Rock Band Unplugged,8,
Looney Tunes: Back in Action,,
Rooms: The Main Building,,
Ratatouille,6.5,
NHL 09,9,
Major League Baseball 2K12,7,
Tiger Woods PGA Tour 07,8.1,
Midnight Magic,,
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,,
Paws & Claws: Dogs & Cats Best Friends,,
Resident Evil: Revelations,7,7
R.U.S.E.,8,
Midnight Club II,8.8,
Attack on Titan,7.4,7
Lost: Via Domus,5.5,
Monster Hunter Portable 3rd HD Ver.,,
WWE SmackDown vs. RAW 2007,8,
Picross DS,8.4,
Avatar: The Last Airbender,5.5,
Blue's Clues: Blue's Big Musical,,
The Mummy Returns,4.6,
Transformers: War for Cybertron,7.8,
Major League Baseball 2K13,4.5,
Hitman: Blood Money,8.2,
Disney Sing It,,
Chopper Command,,
Sega Bass Fishing,,
Activision Anthology,8.5,
Crash: Mind Over Mutant,6.9,
Pro Evolution Soccer 2012,7.7,
Shovel Knight,9,8.3
Goldeneye 007: Reloaded,7.4,
PlayStation All-Stars Battle Royale,7.5,7.5
Baldur's Gate II: Throne of Bhaal,8.9,
Fishing Spirits,,
Gothic 3,6.8,
Persona 4 Golden,,
Rugrats in Paris: The Movie,,
Warhammer: The End Times - Vermintide,,
Yakuza 3,7.9,
Yakuza 6: The Song of Life,8.3,8.2
Lego Star Wars: The Force Awakens,,
Metal Gear Rising: Revengeance,8.5,
Star Wars: Jedi Starfighter,,
Tactics Ogre: The Knight of Lodis,8.5,
Super Robot Taisen MX,,
Burnout Revenge,8.8,
Hometown Story,5.5,
Bases Loaded '96: Double Header,,
Dead or Alive Ultimate,8.1,
Dance Dance Revolution Universe 2,5.7,
RPG Maker,8.2,
Mad Max (2013),,
Star Wars: Clone Wars,,
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,,
NBA Street Homecourt,8.8,
Pokemon Art Academy,7.8,7.8
Madden NFL 11,,
Epic Mickey: Power of Illusion,6.6,
Monster Hunter,7.2,
SplashDown: Rides Gone Wild,,
Tony Hawk's Underground 2,8.6,
Picross 3D,8.7,
Sonic & Sega All-Stars Racing Transformed,,
Super Famista 5,,
Ridge Racer 3D,7.4,7.3
Bakugan Battle Brawlers: Defenders of the Core,,
Pro Evolution Soccer 2019,7.9,6.6
Shrek SuperSlam,7,
Alice: Madness Returns,6.9,
Super Monkey Ball 3D,5.7,5.5
Rayman Advance,8.4,
Super Robot Taisen Z,,
PoPoLoCrois Monogatari,,
Wet,6.9,
Spider-Man 2,6.1,
Dragon's Crown,8.5,
Tomb Raider: Anniversary,,
Fantastic 4,6.5,
Steel Diver,5.6,6.2
Men in Black II: Alien Escape,,
RealSports Tennis,,
Nicktoons: Attack of the Toybots,6,
Madden NFL 07,8.2,
Gauntlet,,
Raiders of the Lost Ark,,
Resident Evil: The Mercenaries 3D,6.3,6.5
Watch Dogs,7.7,4.8
Dynasty Warriors: Gundam 2,5.9,
SpongeBob SquarePants: Creature from the Krusty Krab,4.5,
The Witness,8.7,6.9
Cars Mater-National Championship,,
Tony Hawk's Underground 2,6.5,
Boogie,,
Tony Hawk's Project 8,8.4,
Dragon Ball Z: Supersonic Warriors 2,7.5,
Story of Seasons: Trio of Towns,7.9,8
Babysitting Mama,3.8,
Fire Emblem: Radiant Dawn,7.7,8.5
Ice Hockey,,
FIFA 13,7,
Mario Golf: World Tour,8.1,8.1
Ace Combat: Assault Horizon,7,
The Matrix: Path of Neo,6.8,
The Price is Right,,
WWE Wrestlemania X8,,
Star Wars Battlefront: Elite Squadron,5.9,
Asphalt 3D,4,4.3
Power Rangers: Dino Thunder,,
GoldenEye: Rogue Agent,6.5,
Star Wars Battlefront (2015),7.5,
Dreamworks Madagascar Kartz,,
The Sims,8.5,
Grandia III,7.5,
Soma,,
Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus,,
Mario & Wario,,
Kane & Lynch 2: Dog Days,6.4,
Scarface: The World is Yours,8.7,
Battlefield 1942: Secret Weapons of World War II,7.8,
FIFA Soccer 64,4.2,
Final Fantasy XV: Windows Edition,8.5,8
The Escapists 2,7.5,7.6
Animal Crossing: Amiibo Festival,4.8,
SpongeBob SquarePants: Creature from the Krusty Krab,5.5,
J-League Pro Soccer Club wo Tsukurou! 2,,
Middle-Earth: Shadow of Mordor,,
The Evil Within,,
MotorStorm: Apocalypse,7.6,
Backyard Baseball,,
WipEout Pulse,,
Barbie Horse Adventures: Wild Horse Rescue,4,
Virtua Tennis 4: World Tour,,
Taiko no Tatsujin: Appare Sandaime,,
F1 2012,8.5,
Mario & Sonic at the Rio 2016 Olympic Games,6.5,7.9
One Piece: Grand Battle!,,
Transformers: Revenge of the Fallen,4.2,
Dragon Ball Z: Burst Limit,7.3,
Worms: Ultimate Mayhem,,
Crazy Taxi,7.2,
Spy Hunter 2,,
Art Academy: Lessons for Everyone!,8,
FIFA Soccer 09,,
Medal of Honor,6.5,
Pac-Man World 2,7,
Die Hard Trilogy 2: Viva Las Vegas,3.5,
DiRT 4,8.5,7.5
Momotarou Dentetsu X: Kyuushuu-hen mo Arubai,,
Hyrule Warriors Legends,7,7.4
Dark Souls: Remastered,,
Styx: Master of Shadows,7.1,7.2
Tales of Legendia,7.2,8.5
SimCity 2000,,
Sniper: Art of Victory,3,
Alone in the Dark,6.3,
Football Manager Handheld 2009,,
Cars 2,7.5,
Shrek the Third,6,
Madagascar: Operation Penguin,,
The Swapper,9.3,8.6
Need for Speed: Porsche Unleashed,6,
Yu-Gi-Oh! Forbidden Memories (JP sales),6.3,
Ultimate I Spy,,
NFL Street 2,8.9,
Millipede,,
Street Fighter X Tekken,,
The Legend of the Mystical Ninja,,
Farpoint,7.1,8.1
X3: Terran Conflict,8,
Atelier Rorona: Alchemist of Arland,6.4,
Jeopardy!,,
LEGO Marvel's Avengers,7.1,5.3
Destroy All Humans! 2,8,
Pinball Hall of Fame: The Williams Collection,8,
WWE 2K19,7.7,4.6
Lollipop Chainsaw,5,
ECW Hardcore Revolution,,
Bionic Commando,7,
You're in the Movies,5.1,
Fortune Street,7,
Scene It? Lights Camera Action,,
Battleborn,6.8,6.8
Bass Pro Shops: The Strike,4.8,
Dark Sector,7.1,
Jurassic World Evolution,6.9,7.2
Zoo Tycoon (2013),,
Tiger Woods PGA Tour 07,8.2,
Far Cry 2,8.4,
Wu-Tang: Shaolin Style,,
Transformers: Revenge of the Fallen,4.2,
A Way Out,7.5,8
The Saboteur,7.1,
Crash of the Titans,8,
Disney Epic Mickey 2: The Power of Two,6,
Secret Weapons Over Normandy,8,
Scrabble 2007 Edition,,
All-Star Baseball 99,,
Harvest Moon 64,7.8,
Kouchuu Ouja Mushi King,,
NCAA Football 09,7,
Rayman Raving Rabbids: TV Party,,
Bratz: The Movie,,
Friday the 13th: The Game,6.1,6.2
Steep,7.2,6.4
Batman: Arkham Origins Blackgate,7.4,6.7
Vigilante 8: 2nd Offense,,
Crazy Taxi: Fare Wars,6.3,
Sonic Lost World,5.2,
Theme Park Roller Coaster,7.9,
Thief,6.9,5.9
The Walking Dead: A Telltale Games Series,,
Alice in Wonderland,7,
NFL Xtreme 2,6.3,
Doom 3 BFG Edition,,
Midnight Club: Street Racing,4.5,
Tom Clancy's The Division,7.9,6
Bad Rats: The Rats' Revenge,,
Euro Truck Simulator,,
Tiger Woods PGA Tour 06,8.4,
Galactic Civilizations III,8.1,6.6
Go Diego Go! Great Dinosaur Rescue,,
Ace Combat X: Skies of Deception,7.6,
Children of Mana,7,
FIFA World Cup Germany 2006,7.8,
Up,5.8,
Wolfenstein: The Old Blood,7.6,7.9
Grand Prix,,
Just Dance 2014,,
EA Sports UFC,7,6.2
World of Outlaws: Sprint Cars 2002,7.3,
BioShock: The Collection,8.4,8.7
LEGO The Hobbit,,
Fantavision,8,
Double Dragon,,
Alien Trilogy,8,
NBA Live 99,,
Karate,,
Spider-Man 3,4.8,
Luigi's Mansion,7.3,8.3
Dynasty Warriors Gundam,6.4,
X-Men: Next Dimension,7.2,
The Godfather (JP sales),,
Cars: Race-O-Rama,,
Dark Sector,7.2,
James Bond 007: Blood Stone,6.2,
Super Puyo Puyo 2,,
Gauntlet Legends,7.2,
Jurassic World Evolution,6.8,7
Ford Racing Off Road,,
WipEout,8,
NBA Live 07,6,
F.E.A.R. 2: Project Origin,8.2,
ICO,8.8,
Silent Hill: Downpour,4.5,
Unreal Tournament III,7.8,
Microsoft Flight Simulator X,7,
Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,,
The Sims 2: Pets,7.2,
2010 FIFA World Cup South Africa,6.8,
Victorious Boxers: Ippo's Road to Glory,8.6,
MySims Racing,7,
Densetsu no Stafi,,
Valkyrie Profile 2: Silmeria,8.4,
Hot Wheels Velocity X,,
Dragon Age Origins: Awakening,8.3,
Inazuma Eleven 3: Sekai e no Chousen!! The Ogre,,
Shadowrun (2007),6.3,
Jake Power: Fireman,7,
L.A. Rush,5.6,
Dead Space Extraction,8.2,
Automobili Lamborghini,7,
Bomberman Hero,6,
Doom 64,7.4,
Momotarou Dentetsu V,,
Quest 64,5.4,
Crash: Mind Over Mutant,6.9,
Commando,,
Viva Pinata: Trouble in Paradise,8.5,
NBA Ballers: Phenom,7.9,
Need for Speed Carbon,7.9,
Payday 2,,
Silent Hill: Shattered Memories,7.3,6.8
FlingSmash,3.8,
Emergency Heroes,,
Deadpool,6,6
Running with Rifles,,
Active Life: Extreme Challenge,5,
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,,
MTV Music Generator,9,
Hamsterz Life,7,
"Warhammer 40,000: Dawn of War II",8.7,
Super Momotarou Dentetsu DX,,
World Soccer Winning Eleven 8: Liveware Evolution,,
TrackMania Turbo,,
Madden NFL 17,,
Cars: Race-O-Rama,,
Final Fantasy Crystal Chronicles: Echoes of Time,7.7,
Downhill Domination,8,
Life Is Strange: Before the Storm,,
Detective Pikachu,7.1,7.6
Pirates of the Caribbean: Dead Man's Chest,7,
Knack 2,6.7,7.6
Spider-Man: Friend or Foe,5.3,
Spider-Man 3,8,
Just Dance 2014,7.5,
Inazuma Eleven Go: Chrono Stone - Wildfire / Thunderflash,,
Deadpool,6,
World Series of Poker,3.5,
NHL 97,,
Kong: The 8th Wonder of the World,,
Two Worlds II,6.5,
Sonic Mania,8.8,8.8
Godzilla: Save the Earth,6.5,
Petz Sports,5,
Dance Dance Revolution: Mario Mix,7,
Farming Simulator 19,6.4,4.5
Metal Gear Solid: The Twin Snakes,8.1,
Tiger Woods PGA Tour 07,7.1,
FIFA Soccer 13,4,4.2
Mat Hoffman's Pro BMX 2,8.1,
Metal Gear Solid: The Essential Collection,9,
Rayman Legends,9.5,
MX vs. ATV: Alive,6.9,
SimCity Creator,5.9,
Harry Potter and the Order of the Phoenix,7.8,
Iridion 3D,5.6,
Syphon Filter: Logan's Shadow,8.4,
FIFA Soccer 12,9.1,7.1
Classic NES Series: Pac-Man,5.7,
Imagine: Figure Skater (US sales),,
Destroy All Humans!,7,
Dragon Ball Z: Collectible Card Game,6,
Circus Atari,,
Dissidia Final Fantasy NT,,
WWE 2K16,,
Disney Infinity 3.0,,
Razor Freestyle Scooter,4.5,
Brothers In Arms: D-Day,6.8,
Disney's Kim Possible 3: Team Possible,9,
Rygar: The Legendary Adventure,8.4,
Super Batter Up,,
Kessen II,8.4,
Tomb Raider: Legend,7.2,
Crayon Shin-Chan: Arashi o Yobu Enji,,
Stuart Little 2,5,
Red Faction: Armageddon,7,
Nickelodeon Team Umizoomi,,
Tak 2: The Staff of Dreams,5.5,
Battlefield: Hardline,,
SingStar Amped,7.5,
Tales of Vesperia,8,
Brothers In Arms: Earned In Blood,,
Need for Speed: Hot Pursuit,5,
Mario Sports Superstars,6,7.3
Dragon Ball Z: Sagas,4,
Scooby-Doo,,
Hydro Thunder,7.3,
Crayola: Treasure Adventures,,
The Princess and the Frog,6.9,
NHL FaceOff '97,8,
The Legend of Spyro: Dawn of the Dragon,6.2,
WWE SmackDown vs. Raw 2011,7.5,
Brothers In Arms: Road to Hill 30,,
Minecraft: Story Mode - The Complete Adventure,,
State of Decay 2,7,5.4
Gremlins,,
The Mark of Kri,8.8,
LEGO DC Super-Villains,7.4,6.5
Jampack Winter 2003 (RP-M),,
Mega Man Star Force 3: Black Ace / Red Joker,5.7,
Rugrats: Castle Capers,,
Crash Nitro Kart,7.7,
Mass Effect Trilogy,,
Wolfenstein: The New Order,,
Boom Blox Bash Party,8.8,
Jak and Daxter: The Lost Frontier,7.5,
Momotarou Dentetsu 11,,
MX vs. ATV Untamed,7.4,
Aliens: Colonial Marines,5,3.5
Hyrule Warriors: Definitive Edition,8,8.1
Star Wars: Demolition,,
Bloody Roar II,8.2,
Delta Force: Black Hawk Down,5.5,
Space Invaders,4,
.hack//Outbreak Part 3,7.1,
Mother 1+2,,
Top Spin,,
The Golden Compass,4.4,
Dora the Explorer: Dora Saves the Snow Princess,5.7,
Country Dance 2,,
Warhawk,8.7,
ATV Offroad Fury Pro,7.6,
LEGO The Hobbit,,
2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild,,
Billiards,,
Missile Command,7,
Harvest Moon DS (US sales),,
Tomb Raider: Underworld,6.3,
Victor Vran ARPG,,
Jikkyou Powerful Pro Yakyuu 3,,
We Sing Encore,,
Naruto Shippuden: Ultimate Ninja Storm Revolution,,
Jikkyou Powerful Pro Yakyuu 12,,
Enter the Matrix,6.5,
Dead or Alive: Dimensions,7.8,8.1
God Eater 2,,
Scooby-Doo! and the Spooky Swamp,7.6,
NASCAR 2005: Chase for the Cup,9.2,
Skylanders: SuperChargers,,
J-League Excite Stage '95,,
Bleach: The Blade of Fate,8.2,
Teleglitch,,
Band Hero,6.3,
Vin Diesel: Wheelman,6.7,
Phantasy Star Online Episode I & II,8.2,
The Powerpuff Girls: Relish Rampage,3.8,
Attack on Titan: The Last Wings of Mankind,,
iCarly,,
American Girl: Kit Mystery Challenge!,,
The Chronicles of Riddick: Escape From Butcher Bay,,
NFL Head Coach,7.2,
Burnout Dominator,7.8,
Despicable Me: The Game - Minion Mayhem,,
The Sims 3: Ambitions,7.9,
Ghostbusters,,
NHL 15,,
NCAA Gamebreaker 99,,
Area 51,7.7,
Barbie as The Island Princess,,
World Stadium 2,,
Enemy Territory: Quake Wars,6.7,
The New York Times Crosswords,,
NHL 2005,8.3,
Dynasty Warriors: Strikeforce,6.4,
Karaoke Revolution Presents American Idol Encore,,
Brain Challenge,7.5,
Star Wars Jedi Knight: Jedi Academy,,
Major League Baseball 2K11,7,
Phoenix,,
Lego Batman 3: Beyond Gotham,7.4,
Command & Conquer: Red Alert 3,7.4,
F.E.A.R. 3,7.8,
Crash of the Titans,6.5,9.2
Terraria,,
Apocalypse,6.7,
Fable Anniversary,,
Yu-Gi-Oh! Destiny Board Traveler,3.5,
My Fashion Studio,7,
L.A. Noire,7.9,8
The Sims 3: Outdoor Living Stuff,,
Yakuza Kiwami,8,8.1
World Soccer Winning Eleven 5 Final Evolution,,
Sphinx and the Cursed Mummy,8.5,
Fatal Fury 2,,
Hatsune Miku: Project Diva Future Tone,,
Pokemon Pinball: Ruby & Sapphire (JP weekly sales),,
Pokemon Puzzle League,8.9,
Rampage World Tour,,
PES 2009: Pro Evolution Soccer,8.4,
Just Dance 4,,
Pirates of the Caribbean: At World's End,6.5,
Brunswick Pro Bowling,,
Style Savvy: Styling Star,8.5,6.5
Tekken Advance,8.3,
Shin Megami Tensei: Persona 3,8.7,
LEGO Rock Band,8.4,
Persona,8.1,
Sega Rally Revo,,
Hot Wheels: Stunt Track Challenge,5.3,
TNA iMPACT!,6.4,
Maze Craze: A Game of Cops 'n Robbers,,
Prey (2017),,
Mobile Suit Gundam,,
Bee Movie Game,6,
"Warhammer 40,000: Space Marine",7.3,
SingStar Take That,,
Kane & Lynch 2: Dog Days,6.5,
Final Fantasy Collection,,
Disney Sing It! High School Musical 3: Senior Year,,
Tales of Zestiria,7.2,7.2
Samurai Warriors: Xtreme Legends,7.5,
NHL FaceOff,9,
WWE WrestleMania 21,6,
Skylanders: Trap Team,,
NBA Live 2005,8.5,
Naruto Shippuden: Ultimate Ninja Storm Generations,8.5,
Disney Guilty Party,,
NBA Live 10,8.2,
Harry Potter and the Deathly Hallows - Part 1,,
Defender II,,
F.E.A.R. 3,7.8,
WWE Day of Reckoning,8.1,
Worms: Open Warfare 2,8.1,
ATV Quad Power Racing 2,6.6,
Walt Disney World Quest: Magical Racing Tour,7.5,
Skylanders Imaginators,,
Sled Storm,8.5,
Unepic,,
Vandal Hearts,7.7,
Virtua Tennis 4,6.4,
ibb and obb,,
Jawbreaker,,
DmC Devil May Cry,,
Celebrity Sports Showdown,4,
Scooby-Doo! Mystery Mayhem,5.5,
Mario Golf: Advance Tour,9.5,
Star Ocean 5: Integrity and Faithlessness,,
Sid Meier's Civilization Revolution,8.2,7.6
Silent Hill: Homecoming,7.6,
Discovery Kids: Kitten Corner,,
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,7.5,
Rock Band Country Track Pack,,
Transformers: Dark of the Moon - Autobots/Decepticons,,
Yu-Gi-Oh! Capsule Monster Coliseum,5.9,
Dragon Ball FighterZ,8.5,7.5
Major League Baseball 2K6,7.3,
Jampack Volume 13 (RP-M),,
World Soccer Winning Eleven 9,8.8,
NBA Live 2000,7.1,
"SpongeBob SquarePants: Lights, Camera, Pants!",,
Teenage Mutant Ninja Turtles 2: Battle Nexus,6,
Ninja Gaiden 3,,
The Thing,8.3,
Shin Megami Tensei: Devil Survivor Overclocked,7.6,4.3
Van Helsing,,
X-Men Legends II: Rise of Apocalypse,8.3,
Transformers: Fall of Cybertron,8.5,
Sonic & Sega All-Stars Racing Transformed,,
Transformers: Revenge of the Fallen -- Autobots,7,
Deadpool,6,
Spawn: Armageddon,7.7,
Lego Batman 3: Beyond Gotham,,
The Godfather (US sales),,
World Stadium EX,,
Tiger Woods PGA Tour 2003,8.5,
Tony Hawk's Proving Ground,7.1,
Battlefield 2: Modern Combat,7.6,
Sleeping Dogs: Definitive Edition,7.7,7.3
Petz: Catz 2,6,
50 Cent: Bulletproof,,
Densetsu no Stafi 2,,
Dance Dance Revolution: Hottest Party 3,,
Independence Day,2,
Skylanders SWAP Force,,
Hey! Pikmin,6.8,6.5
Chocobo Racing,5.4,
LEGO Star Wars II: The Original Trilogy,8.3,
Viking: Battle for Asgard,6.2,
Metal Gear Solid HD Collection,9,8.5
Dragon Quest Heroes: Rocket Slime,8.3,
EA Sports UFC 3,7.7,5.5
Gundam SEED: Federation vs. Z.A.F.T.,,
The Legend of Spyro: Dawn of the Dragon,7.3,
Family Fest Presents Circus Games,,
Ms. Pac-Man Maze Madness,8.3,
Pro Evolution Soccer 2016,,
Blood Omen: Legacy of Kain,7.8,
The Urbz: Sims in the City (all regions sales),,
Super Bomberman 4,,
G-Force,7.5,
Star Fox: Zero,6.7,
Bomberman II,,
Duke Nukem 64,8,
Dragon Ball FighterZ,9,8.5
Ben 10 Alien Force: Vilgax Attacks,,
SingStar Queen,6.8,
Tetris Axis,7.8,6.9
Story of Seasons,7.7,7.9
"SpongeBob SquarePants: Lights, Camera, Pants!",,
Madden NFL 12,7,
Super Robot Taisen OG: Original Generations,,
Army Men World War: Final Front,,
Samurai Warriors 3,5.1,
Spider-Man: Shattered Dimensions,8,
Yu-Gi-Oh! 5D's Tag Force 4,7,
MX Unleashed,8.8,
Puppy Luv: Spa and Resort,7,
Jikkyou Powerful Pro Yakyuu 9,,
Grind Session,7.6,
Naruto: Gekitou Ninja Taisen! 3,,
Wario World,7.5,
Thrillville: Off the Rails,7.8,
2014 FIFA World Cup Brazil,7.3,
Crash: Mind Over Mutant,7.5,
Scooby-Doo! Mystery Mayhem,,
Super Breakout,,
Eternal Sonata,8.3,
Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri,,
Hyperdimension Neptunia,5.3,
Food Network: Cook or Be Cooked,,
Walk it Out!,,
TimeSplitters 2,9.1,
Robert Ludlum's The Bourne Conspiracy,7.5,
Battlebots: Design & Destroy,4,
Wheel of Fortune,,
Need for Speed: Shift 2 Unleashed,8.5,
Eternal Darkness: Sanity's Requiem,9.3,
