game,platform,publisher,developer,games_sold,year
SD Gundam G Generation Neo,PS2,Bandai,Bandai,0.57,2002
Resident Evil Outbreak File #2,PS2,Capcom,Capcom?ÿProduction?ÿStudio?ÿ1,0.57,2005
NHL 14,PS3,EA Sports,EA Canada,0.57,2013
The Sims 3: World Adventures,PC,Electronic Arts,EA Redwood Shores,0.57,2009
Bob the Builder: Can We Fix It?,PS,THQ,Steel Monkeys,0.57,2001
XIII,PS2,Ubisoft,Ubisoft Paris,0.57,2003
Bratz 4 Real,DS,THQ,THQ,0.57,2007
LEGO Jurassic World,WiiU,Warner Bros. Interactive Entertainment,Traveller's Tales,0.57,2015
NHL 18,PS4,EA Sports,EA Canada,0.57,2017
The Legend of Spyro: Dawn of the Dragon,Wii,Vivendi Games,Etranges Libellules,0.57,2008
Mega Man Legacy Collection,PS4,Capcom,Digital Eclipse Software,0.57,2016
Breath of Fire IV,PS,Capcom,Capcom,0.56,2000
True Crime: Streets of LA,GC,Activision,EXAKT Entertainment,0.56,2003
Everybody's Golf,PS4,Sony Interactive Entertainment,Clap Hanz,0.56,2017
Petz Wild Animals: Tigerz,DS,Ubisoft,Magic Pockets,0.56,2008
The Amazing Spider-Man 2 (2014),PS4,Activision,Beenox,0.56,2014
Odin Sphere,PS2,Atlus,Vanillaware,0.56,2007
Final Fantasy IV: The Complete Collection,PSP,Square Enix,Matrix Software,0.56,2011
The Incredible Hulk,GBA,Universal Interactive,Pocket Studios,0.56,2003
Ms. Pac-Man Maze Madness,GBA,"Destination Software, Inc",Full-Fat,0.56,2004
Soul Sacrifice,PSV,Sony Computer Entertainment,Marvelous Entertainment,0.56,2013
Jillian Michaels Fitness Ultimatum 2010,Wii,Majesco,Collision Studios,0.56,2009
Arena Football,PS2,EA Sports,EA Tiburon,0.56,2006
The Lord of the Rings: The Return of the King,GBA,Electronic Arts,Griptonite Games,0.56,2003
NHL Hitz 20-02,PS2,Midway Games,EA Black Box,0.56,2001
Classic NES Series: Dr. Mario,GBA,Nintendo,Nintendo,0.56,2004
The Sims: Bustin' Out,XB,Electronic Arts,Maxis,0.56,2003
"Warhammer 40,000: Space Marine",X360,THQ,Relic Entertainment,0.56,2011
NCAA March Madness 07,PS2,EA Sports,EA Canada,0.56,2007
LEGO Rock Band,X360,Warner Bros. Interactive,TT Games / Harmonix Music Systems,0.56,2009
"Monsters, Inc. Scream Team",PS,Sony Computer Entertainment,Artificial Mind and Movement,0.56,2001
Harry Potter Collection,PS2,Electronic Arts,Electronic Arts,0.56,2007
Tony Hawk's Project 8,PSP,Activision,Page 44 Studios,0.56,2006
Yu-Gi-Oh! World Championship Tournament 2004,GBA,Konami,KCEJ,0.56,2004
Cabela's Big Game Hunter 2005 Adventures,PS2,Activision,Activision,0.56,2004
Top Spin 3,X360,2K Sports,Pam Development,0.56,2008
Knockout Kings 2001,PS2,EA Sports,Black Ops Entertainment,0.56,2001
Disney Infinity 3.0,PS3,Disney Interactive Studios,Avalanche Software,0.56,2015
Army Men: Sarge's Heroes,PS,3DO,3DO,0.56,2000
Tom Clancy's HAWX,PS3,Ubisoft,Ubisoft Romania,0.56,2009
Petz Dogz 2,PS2,Ubisoft,Yuke's Media Creations,0.56,2007
Battlefield 2: Modern Combat,XB,Electronic Arts,Digtal Illusions,0.56,2005
Xenoblade Chronicles,3DS,Nintendo,Monolith Soft,0.56,2015
All-Star Baseball 2002,PS2,Acclaim Entertainment,Acclaim Entertainment,0.56,2001
Tetris Party Deluxe,Wii,Majesco,"Tetris Online, Inc",0.56,2010
Puzzle & Dragons Z + Super Mario Bros. Edition,3DS,Nintendo,GungHo Online Entertainment,0.56,2015
Metroid: Samus Returns,3DS,Nintendo,Mercury Steam,0.56,2017
WWE 2K16,PS3,Take-Two Interactive,Yuke's,0.56,2015
Backyard NFL Football,GBA,Infogrames,Torus Games,0.56,2002
Bolt,Wii,Disney Interactive Studios,Avalanche Software,0.56,2008
Need for Speed: Most Wanted,GC,Electronic Arts,EA Canada,0.56,2005
NASCAR Rumble,PS,Electronic Arts,Electronic Arts,0.56,2000
Darksiders II,PC,THQ,Vigil Games,0.56,2012
WWE Raw 2,XB,THQ,"Anchor,?ÿInc.",0.56,2003
Mega Man X2,SNES,Capcom,Capcom,0.56,1994
Resident Evil 2,N64,Capcom,Angel Studios,0.56,1999
Yakuza 4,PS3,Sega,Sega,0.56,2011
Manhunt 2,PS2,Rockstar Games,Rockstar London,0.56,2007
Fullmetal Alchemist and the Broken Angel,PS2,Square Enix,Racjin,0.56,2005
Assassin's Creed: Unity,PC,Ubisoft,Ubisoft Montreal,0.56,2014
Wolfenstein,X360,Activision,Raven Software,0.56,2009
Dogz,DS,Ubisoft,MTO,0.56,2006
Hamtaro: Ham-Hams Unite!,GBC,Nintendo,Shogakukan,0.56,2002
Batman Begins,PS2,Electronic Arts,Eurocom Entertainment Software,0.56,2005
DOOM VFR,PS4,Bethesda Softworks,id Software,0.56,2017
Dr. Seuss' The Cat in the Hat,PS2,VU Games,Magenta Software,0.56,2003
Tony Hawk's Proving Ground,X360,Activision,Neversoft Entertainment,0.56,2007
Just Cause 4,PS4,Square Enix,Avalanche Studios,0.56,2018
Barbie Groovy Games,GBA,Universal Interactive,Digital Illusions (DICE),0.56,2002
Defense Grid: The Awakening,PC,Hidden Path Entertainment,Hidden Path Entertainment,0.56,2008
Archer Maclean's Mercury,PSP,Ignition Entertainment,Awesome Studios,0.56,2005
Yu-Gi-Oh! Reshef of Destruction,GBA,Konami,Konami,0.56,2004
Blinx: The Time Sweeper,XB,Microsoft Game Studios,Artoon,0.56,2002
ESPN NFL Football,PS2,Sega,Visual Concepts,0.56,2003
Fatal Fury Special,SNES,Takara,Takara,0.56,1995
Major League Baseball 2K5,XB,2K Sports,Kush Games,0.56,2005
DS Bimoji Training,DS,Nintendo,Nuevo Retro Games / NST,0.56,2008
Enslaved: Odyssey to the West,PS3,Namco Bandai,Ninja Theory,0.56,2010
Dora The Explorer: Dora Saves the Snow Princess,Wii,2K Play,High Voltage Software,0.56,2008
No More Heroes,Wii,Ubisoft,Grasshopper Manufacture,0.56,2008
Soldier of Fortune: Gold Edition,PS2,Majesco,Pipe Dream Interactive,0.56,2001
Sonic Forces,PS4,Sega,Sonic Team,0.56,2017
Kingdom Come: Deliverance,PS4,Deep Silver,Warhorse Studios,0.56,2018
MX 2002 Featuring Ricky Carmichael,PS2,THQ,Pacific Coast Power & Light,0.56,2001
Frontlines: Fuel of War,X360,THQ,Kaos Studios,0.56,2008
NCAA Football 07,XB,EA Sports,EA Sports,0.56,2006
Lunar: Silver Star Story Complete,PS,Working Designs,Game Arts,0.55,1999
NBA Showtime: NBA on NBC,PS,Midway Games,Eurocom Entertainment Software,0.55,1999
Dungeons of Dredmor,PC,Unknown,Gaslamp Games,0.55,2011
Soul Reaver 2,PS2,Eidos Interactive,Crystal Dynamics,0.55,2001
Lords of the Fallen,PS4,Namco Bandai Games,DECK13 Interactive,0.55,2014
Metal Gear Solid 3: Subsistence,PS2,Konami,Kojima Productions,0.55,2006
The Godfather (old US sales),XB,Electronic Arts,Headgate,0.55,2006
Daytona USA,SAT,Sega,Sega-AM2,0.55,1995
WWF Raw (2002),XB,THQ,Anchor,0.55,2002
Layton's Mystery Journey: Katrielle and the Millionaire's Conspiracy,3DS,Level 5,Level 5,0.55,2017
Shin Super Robot Taisen,PS,Banpresto,Winky Soft,0.55,1996
Disney Infinity 2.0: Marvel Super Heroes,XOne,Disney Interactive Studios,Avalanche Software,0.55,2014
Catz,DS,Ubisoft,Powerhead Games,0.55,2006
Ratchet & Clank: Quest for Booty,PS3,Sony Computer Entertainment,Insomniac Games,0.55,2008
Jump Super Stars,DS,Nintendo,Ganbarion,0.55,2005
Inazuma Eleven GO: Dark / Shine,3DS,Level 5,Level 5,0.55,2011
Poochy & Yoshi's Woolly World,3DS,Nintendo,Good-Feel,0.55,2017
MX vs. ATV: Alive,X360,THQ,Rainbow Studios,0.55,2011
The Activision Decathlon,2600,Activision,Activision,0.55,1983
Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~,PS,D3 Publisher,Taito Corporation,0.55,2001
Fighting Force 2,PS,Eidos Interactive,Core Design Ltd.,0.55,1999
Sakura Wars,SAT,Sega,Overworks,0.55,1996
Extermination,PS2,Sony Computer Entertainment,Deep Space,0.55,2001
Batman: Vengeance,PS2,Ubisoft,Ubisoft Montreal,0.55,2001
Disgaea 3: Absence of Justice,PS3,NIS America,Nippon Ichi Software,0.55,2008
Puyo Puyo Tetris,NS,Sega,Sonic Team,0.55,2017
Rapala Tournament Fishing!,Wii,Activision,Magic Wand Productions,0.55,2006
Sniper Elite 4,PS4,Rebellion Developments,Rebellion Developments,0.55,2017
Secret Agent Clank(US sales),PSP,Sony Computer Entertainment,High Impact Games,0.55,2008
Madagascar: Escape 2 Africa,Wii,Activision,Toys for Bob,0.55,2008
Derby Stallion 04,PS2,Enterbrain,ParityBit,0.55,2004
NBA 2K8,PS3,2K Sports,Visual Concepts,0.55,2007
Dragon Ball: Xenoverse 2,NS,Namco Bandai Games,Dimps Corporation,0.55,2017
Purr Pals,DS,Crave Entertainment,inXile,0.55,2007
Skylanders: SuperChargers,X360,Activision,Vicarious Visions,0.55,2015
Tony Hawk's Pro Skater 3,XB,Activision,Neversoft Entertainment,0.55,2002
Mega Man Zero,GBA,Capcom,Inti Creates,0.55,2002
Lara Croft and the Guardian of Light,PC,Square Enix,Crystal Dynamics,0.55,2010
Contender 2,PS,BAM! Entertainment,Bam Entertainment,0.55,2000
Star Wars: Dark Forces,PS,LucasArts,LucasArts,0.55,1996
Grease,Wii,505 Games,Zoe Mode,0.55,2010
Medieval II: Total War,PC,Sega,The Creative Assembly,0.55,2006
Yakuza: Dead Souls,PS3,Sega,Sega,0.55,2012
Tiger Woods PGA Tour 13,PS3,Electronic Arts,EA Tiburon,0.55,2012
Legends of WrestleMania,PS3,THQ,Yuke's,0.55,2009
SD Gundam G Generation Zero,PS,Bandai,Bandai,0.55,1999
Wolfenstein II: The New Colossus,PC,Bethesda Softworks,MachineGames,0.55,2017
Kingdom Hearts: Final Mix,PS2,Square,SquareSoft,0.55,2002
Door Kickers,PC,KillHouse Games,KillHouse Games,0.55,2013
Super Robot Taisen F,SAT,Banpresto,Banpresto,0.55,1997
Spec Ops: The Line,PS3,2K Games,Yager Development,0.55,2012
Shrek 2,XB,Activision,"Luxoflux, Inc.",0.55,2004
Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!,PS2,Sega,Smilebit,0.55,2002
Monster Jam: Path of Destruction,Wii,Activision,Virtuos,0.55,2010
SpongeBob SquarePants: SuperSponge,GBA,THQ,Climax Group,0.55,2001
Super Robot Taisen F Kanketsuhen,SAT,Banpresto,Banpresto,0.55,1998
ZhuZhu Pets 2: Featuring The Wild Bunch,DS,Activision,Black Lantern Studios,0.55,2010
Rory McIlroy PGA Tour,PS4,Electronic Arts,EA Tiburon,0.55,2015
Donkey Kong Jungle Climber,DS,Nintendo,Paon Corporation,0.55,2007
Tak and the Power of Juju,GBA,THQ,Avalanche Software,0.55,2003
Lips: Number One Hits,X360,Microsoft Game Studios,iNiS,0.55,2009
Mortal Kombat 3,PS,Sony Computer Entertainment,Midway Games,0.55,1995
Petz Catz Clan,DS,Ubisoft,Ubisoft,0.55,2008
Turok: Evolution,XB,Acclaim Entertainment,Acclaim Studios Austin,0.55,2002
Jak X: Combat Racing,PS2,Sony Computer Entertainment,Naughty Dog,0.55,2005
Project CARS 2,PS4,Namco Bandai Games,Slightly Mad Studios,0.55,2017
Viva Pinata: Pocket Paradise,DS,THQ,Rare Ltd.,0.55,2008
American Idol,PS2,Codemasters,Hothouse Creations,0.55,2003
Top Gun: Fire at Will!,PS,Spectrum Holobyte,MicroProse,0.55,1996
Barbie Horse Adventures: Riding Camp,DS,Activision,Pixel Tales,0.55,2008
Disney Infinity 3.0,WiiU,Disney Interactive Studios,Avalanche Software,0.55,2015
Red Dead Revolver,XB,Rockstar Games,Rockstar San Diego,0.55,2004
CrossworDS,DS,Nintendo,Nuevo Retro Games / NST,0.55,2008
ModNation Racers,PSP,Sony Computer Entertainment,SCE San Diego Studio,0.54,2010
Dynasty Warriors: Gundam 3,PS3,Tecmo Koei,Omega Force,0.54,2011
Iron Man,PS2,Sega,Artificial Mind and Movement,0.54,2008
SingStar Summer Party,PS2,Sony Computer Entertainment,SCEE London Studio,0.54,2008
NHL 14,X360,EA Sports,EA Canada,0.54,2013
The SpongeBob SquarePants Movie,XB,THQ,Heavy Iron Studios,0.54,2004
Dragon Ball Z: Shin Budokai,PSP,Atari,Dimps Corporation,0.54,2006
FIFA 07 Soccer,XB,EA Sports,EA Canada,0.54,2006
Gekikuukan Pro Yakyuu: At the End of the Century 1999,PS2,Square,SquareSoft,0.54,2000
Are You Smarter than a 5th Grader? Make the Grade,Wii,THQ,THQ,0.54,2008
Tiger Woods PGA Tour 08,X360,Electronic Arts,EA Tiburon,0.54,2007
Medarot 2: Kabuto / Kuwagata Version,GB,Imagineer,Natsume,0.54,1999
Bulletstorm,PS3,Electronic Arts,People Can Fly,0.54,2011
Dance Dance Revolution Ultramix,XB,Konami,Konami Computer Entertainment Hawaii,0.54,2003
F.E.A.R.,PS3,Vivendi Games,Day 1 Studios,0.54,2007
Crash Tag Team Racing,PS2,VU Games,Radical Entertainment,0.54,2005
Enslaved: Odyssey to the West,X360,Namco Bandai,Ninja Theory,0.54,2010
Front Mission 4,PS2,Square Enix,Square Enix,0.54,2004
The Fairly Odd Parents: Breakin' Da Rules,GBA,THQ,Helixe,0.54,2003
Tiger Woods PGA Tour 11,Wii,EA Sports,EA Tiburon,0.54,2010
NBA Live 10,PS3,EA Sports,EA Canada,0.54,2009
Mega Man Battle Network 2,GBA,Capcom,Capcom,0.54,2002
Hotel Dusk: Room 215,DS,Nintendo,Cing,0.54,2007
Just Dance 2015,XOne,Ubisoft,Ubisoft Paris,0.54,2014
Assassin's Creed II,PC,Ubisoft,Ubisoft Montreal,0.54,2010
FIFA 18,PS3,EA Sports,EA Vancouver,0.54,2017
SRS: Street Racing Syndicate,PS2,Namco,Eutechnyx,0.54,2004
System 3 presents Ferrari Challenge Trofeo Pirelli,Wii,Activision,Eutechnyx,0.54,2008
Phineas and Ferb: Across the 2nd Dimension,DS,Disney Interactive Studios,Altron,0.54,2011
Let's Draw!,DS,Majesco,Agatsuma Entertainment,0.54,2010
Dragon Ball Z: Ultimate Tenkaichi,X360,Namco Bandai,Spike,0.54,2011
Def Jam: Fight for NY,XB,Electronic Arts,Aki Corp.,0.54,2004
Action Force,2600,CPG Products,Parker Bros.,0.54,1983
Valkyria Chronicles II,PSP,Sega,Sega WOW Overworks,0.54,2010
FIFA 99,N64,EA Sports,EA Canada,0.54,1998
Gauntlet Legends,N64,Midway Games,Atari Games,0.54,1999
Kidou Senshi Gundam: Extreme VS,PS3,Bandai,Bandai Namco Games,0.54,2011
Bust A Groove,PS,989 Studios,Metro,0.54,1998
Fire Emblem: Path of Radiance,GC,Nintendo,Intelligent Systems,0.54,2005
Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon,PS2,Enix,ChunSoft,0.54,2002
Pachi-Slot Aruze Oukoku 2,PS,Aruze Corp,Aruze Corp,0.54,1999
Monster High: Ghoul Spirit,Wii,THQ,THQ,0.54,2011
METRO 2033,X360,THQ,4a-games,0.54,2010
Mario Tennis Ultra Smash,WiiU,Nintendo,Camelot Software Planning,0.54,2015
Petz Nursery,DS,Ubisoft,Ubi Nagoya,0.54,2009
Tactics Ogre: Let Us Cling Together,PSP,Square Enix,Square Enix,0.54,2011
Tales of Symphonia Chronicles,PS3,Namco Bandai Games,Namco,0.54,2014
Two Worlds II,X360,SouthPeak Interactive,Reality Pump,0.54,2011
Bratz: Rock Angelz,GBA,THQ,Blitz Games,0.54,2005
NBA 2K18,PC,2K Sports,Visual Concepts,0.54,2017
50 Classic Games,DS,Destineer,cerasus.media GmbH,0.54,2009
SSX Tricky,GC,EA Sports BIG,EA Canada,0.54,2001
The Walking Dead: Survival Instinct,PS3,Activision,Terminal Reality,0.54,2013
Greg Hastings' Tournament Paintball,XB,Activision,WXP,0.54,2004
Harry Potter and the Deathly Hallows - Part 1,Wii,Electronic Arts,EA Bright Light,0.54,2010
Summer Sports: Paradise Island,Wii,Destineer,Digital Embryo,0.54,2008
Sacred 2: Fallen Angel,X360,CDV Software Entertainment,Ascaron Entertainment,0.54,2009
World Soccer Winning Eleven 7 International (JP version),PS2,Konami,Konami Computer Entertainment Tokyo,0.54,2004
ESPN NBA Basketball,PS2,Sega,Visual Concepts,0.54,2003
The Sims 3: Pets,PC,Electronic Arts,The Sims Studio,0.54,2011
Saints Row: Gat out of Hell,PC,Deep Silver,Volition Inc.,0.54,2015
Time Crisis: Razing Storm,PS3,Namco Bandai,Nex Entertainment,0.54,2010
Over the Hedge,PS2,Activision,Edge of Reality,0.54,2006
Mat Hoffman's Pro BMX,PS,Activision,Shaba Games,0.54,2001
Popeye,2600,Parker Bros.,Parker Bros.,0.54,1983
Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,Capcom,Eighting,0.54,2010
Dragon Ball: Fusions,3DS,Namco Bandai Games,Ganbarion,0.54,2016
The Hobbit,PS2,Sierra Entertainment,Midway Studios - Austin,0.54,2003
Manhunt 2,Wii,Rockstar Games,Rockstar Toronto,0.54,2007
War of the Monsters,PS2,Sony Computer Entertainment,Incognito Entertainment,0.54,2003
Dragon Ball: Xenoverse 2,PC,Namco Bandai Games,Dimps Corporation,0.54,2016
NBA Street Vol. 2,GC,EA Sports BIG,EA Canada,0.54,2003
The Incredible Hulk: Ultimate Destruction,PS2,VU Games,Radical Entertainment,0.54,2005
LEGO The Incredibles,PS4,Warner Bros. Interactive Entertainment,Traveller's Tales,0.53,2018
Dragon Age: Inquisition,X360,Electronic Arts,BioWare Edmonton,0.53,2014
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",SAT,Sega,Sega,0.53,1998
Rune Factory: A Fantasy Harvest Moon,DS,Natsume,Neverland Company,0.53,2007
Time Crisis II,PS2,Namco,Namco,0.53,2001
Clock Tower,PS,ASCII Entertainment,Human Entertainment,0.53,1997
Disney Infinity 3.0,X360,Disney Interactive Studios,Avalanche Software,0.53,2015
NCAA March Madness 06,PS2,EA Sports,EA Canada,0.53,2005
Jampack Volume 11,PS2,Sony Computer Entertainment,Sony Computer Entertainment America,0.53,2004
G-Force,DS,Disney Interactive Studios,Keen Games,0.53,2009
Legacy of Kain: Defiance,PS2,Eidos Interactive,Crystal Dynamics,0.53,2003
SpongeBob SquarePants: Game Boy Advance Video Volume 2,GBA,Majesco,Majesco Games,0.53,2004
Hello Kitty: Big City Dreams,DS,Empire Interactive,"Human Soft, Inc.",0.53,2008
007 Racing,PS,Electronic Arts,Eutechnyx,0.53,2000
NCAA March Madness 2005,PS2,EA Sports,EA Canada,0.53,2004
Unit 13,PSV,Sony Computer Entertainment,Zipper Interactive,0.53,2012
Conflict: Vietnam,PS2,Global Star Software,Pivotal Games,0.53,2004
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,XB,Sega,Sega,0.53,2005
Phoenix Wright: Ace Attorney - Justice for All,DS,Capcom,Capcom,0.53,2007
MLB SlugFest 20-04,PS2,Midway Games,Criterion Games,0.53,2003
Gex 3: Deep Cover Gecko,PS,Eidos Interactive,Crystal Dynamics,0.53,1999
Blitz: The League,XB,Midway Games,Midway Games,0.53,2005
NASCAR 09,PS2,EA Sports,EA Tiburon,0.53,2008
Jampack Vol. 2,PS,Sony Computer Entertainment,Sony Computer Entertainment America,0.53,1997
Inazuma Eleven,DS,Nintendo,Level 5,0.53,2011
Virtual Soccer,SNES,Hudson Soft,Probe Entertainment Limited,0.53,1994
Romance of the Three Kingdoms IV: Wall of Fire,SNES,KOEI,Koei / Inis,0.53,1995
Michael Jackson: The Experience,PS3,Ubisoft,Ubisoft Montreal,0.53,2011
Excite Truck,Wii,Nintendo,Monster Games Inc.,0.53,2006
Winning Post,SNES,KOEI,Koei,0.53,1993
Peter Jackson's King Kong: The Official Game of the Movie,XB,Ubisoft,Ubisoft Montpellier,0.53,2005
Burnout Revenge,XB,Electronic Arts,Criterion Games,0.53,2005
Medal of Honor: European Assault,XB,Electronic Arts,EA Los Angeles,0.53,2005
Ty the Tasmanian Tiger 2: Bush Rescue,PS2,Electronic Arts,Krome Studios,0.53,2004
The Lord of the Rings: The Fellowship of the Ring,XB,Black Label Games,WXP,0.53,2002
NBA 06,PS2,Sony Computer Entertainment,SCE San Diego Studio,0.53,2005
Magician's Quest: Mysterious Times,DS,Konami,Konami,0.53,2009
Spider-Man,N64,Activision,Edge of Reality,0.53,2000
How to Train Your Dragon,DS,Activision,Griptonite Games,0.53,2010
Jewel Master Egypt,DS,Storm City Games,Storm City Games,0.53,2009
Tom Clancy's Ghost Recon Advanced Warfighter 2,PSP,Ubisoft,High Voltage Software / Ubisoft Paris,0.53,2007
Harry Potter and the Half-Blood Prince,PSP,Electronic Arts,Bright Light Productions,0.53,2009
Sonic & Sega All-Stars Racing Transformed,WiiU,Sega,Sumo Digital,0.53,2012
X-Men Legends,GC,Activision,Raven Software,0.53,2004
Front Mission 2,PS,Square,SquareSoft,0.53,1997
FIFA Soccer 12,PSP,EA Sports,EA Canada,0.53,2011
WWE SmackDown vs. Raw 2010,DS,THQ,JAKKS Pacific,0.53,2009
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,Wii,THQ,Incinerator Studios,0.53,2008
Terminator Salvation,PS3,Warner Bros. Interactive,GRIN,0.53,2009
F1 2018,PS4,Codemasters,Codemasters Birmingham,0.53,2018
Are You Smarter than a 5th Grader?,DS,THQ,ValuSoft,0.53,2007
Oni,PS2,Rockstar Games,Rockstar Toronto,0.53,2001
Madden NFL 07,PS3,EA Sports,EA Tiburon,0.53,2006
The Lord of the Rings: The Two Towers,GC,Electronic Arts,Stormfront Studios,0.53,2002
Juiced,PS2,THQ,Juice Games,0.53,2005
The Warriors,PS2,Rockstar Games,Rockstar Toronto,0.53,2005
F1 2009,PSP,Codemasters,Sumo Digital,0.53,2009
Star Fox Command,DS,Nintendo,Nintendo EAD / Q-Games,0.53,2006
J-League Soccer: Prime Goal 2,SNES,Namco,Namco,0.53,1994
NASCAR 2000,N64,EA Sports,Stormfront Studios,0.53,1999
Wayne Gretzky's 3D Hockey,N64,Midway Games,William's Entertainment,0.53,1996
Pachi-Slot Aruze Oukoku 4,PS,Aruze Corp,Aruze Corp,0.53,2000
Return to Castle Wolfenstein: Operation Resurrection,PS2,Activision,Raster Productions,0.53,2003
Mario Tennis: Power Tour,GBA,Nintendo,Camelot Software Planning,0.52,2005
Seaman,DC,Sega,VIVARIUM Inc.,0.52,2000
The Grinch,PS,Konami,Artificial Mind and Movement,0.52,2000
Stuntman: Ignition,PS3,THQ,Paradigm Entertainment,0.52,2007
Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team,DS,Electronic Arts,EA Salt Lake,0.52,2010
Tales of Destiny,PS2,Namco Bandai,Namco Tales Studio,0.52,2006
Sesame Street: Once Upon A Monster,X360,Warner Bros. Interactive,Double Fine Productions,0.52,2011
Silent Hill: Origins,PSP,Konami,Climax Group,0.52,2007
Mystery Dungeon: Shiren the Wanderer,DS,Sega,ChunSoft,0.52,2008
GT Pro Series,Wii,Ubisoft,MTO,0.52,2006
Tales of Symphonia: Dawn of the New World,Wii,Namco Bandai,Namco Tales Studio,0.52,2008
Tiger Woods PGA Tour 11,X360,EA Sports,EA Tiburon,0.52,2010
F.E.A.R. 2: Project Origin,X360,Warner Bros. Interactive,Monolith Productions,0.52,2009
Disney Epic Mickey 2: The Power of Two,X360,Disney Interactive Studios,Junction Point Studios,0.52,2012
Skylanders: Trap Team,PS4,Activision,Toys for Bob,0.52,2014
The Golden Compass,PS2,Sega,Shiny Entertainment,0.52,2007
Dragon Ball FighterZ,XOne,Namco Bandai Games,Arc System Works,0.52,2018
Final Fantasy Chronicles,PS,Square,TOSE,0.52,2001
Out There Somewhere,PC,Unknown,Unknown,0.52,2012
Cars 2,PS3,Disney Interactive Studios,Avalanche Software,0.52,2011
Syphon Filter 3,PS,Sony Computer Entertainment,SCEA Bend Studio,0.52,2001
NHL 17,PS4,EA Sports,EA Canada,0.52,2016
Metal Gear Solid 2: Substance,PS2,Konami,Konami Computer Entertainment Japan,0.52,2003
Alan Wake's American Nightmare,PC,Remedy Entertainment,Unknown,0.52,2012
Fight Night Round 3,PSP,EA Sports,EA Chicago,0.52,2006
Frozen: Olaf's Quest,DS,GameMill Entertainment,1st Playable Productions,0.52,2013
NBA Live 08,X360,Electronic Arts,EA Canada,0.52,2007
We Cheer,Wii,Namco Bandai,"Machatin, Inc.",0.52,2008
FIFA 15,3DS,EA Sports,EA Canada,0.52,2014
We Love Katamari,PS2,Namco,Namco,0.52,2005
Naruto Shippuden: Ultimate Ninja Storm 3,X360,Namco Bandai Games,CyberConnect2,0.52,2013
NCAA Football 2003,XB,EA Sports,EA Tiburon,0.52,2002
SingStar Dance,PS3,Sony Computer Entertainment,SCEE London Studio,0.52,2010
NBA Live 09,PS3,Electronic Arts,EA Canada,0.52,2008
